ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
16859,CS,7995,026,Independent Study,"3","Yuan Tian","TBA","TBA","Supervised Project Research","",Open,3,30,0,"Formal record of student commitment to project research for the Master of Computer Science degree under the guidance of a faculty advisor."
18906,CS,8501,001,Lecture,"3","Yangfeng Ji","Fr 2:00PM - 4:30PM","Rice Hall 011","Special Topics in Computer Science","Advanced NLP",Open,10,16,0,"Special Topics in Computer Science"
20143,CS,8501,002,Lecture,"3","Yanjun Qi","Fr 9:00AM - 11:30AM","Rice Hall 011","Special Topics in Computer Science","Deep Learning Advances Graphs",Open,11,16,0,"Special Topics in Computer Science"
16191,CS,8524,001,Lecture,"1 - 3","Kevin Sullivan","TBA","TBA","Topics in Software Engineering","",Open,22,30,0,"A special topics course in software engineering. Topics are determined by the individual instructor, but might include software reliability; engineering real-time systems; managing large software projects; resource estimation; validation and verification; or advanced programming environments.  Prerequisite: CS 6240 or instructor permission."
15799,CS,8897,001,Independent Study,"1 - 12","Jack Davidson","TBA","TBA","Graduate Teaching Instruction","",Open,0,20,0,"For master's students who are teaching assistants."
15916,CS,8897,002,Independent Study,"1 - 12","David Evans","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For master's students who are teaching assistants."
16402,CS,8897,003,Independent Study,"1 - 12","Mohammad Mahmoody Ghidary","TBA","TBA","Graduate Teaching Instruction","",Open,0,10,0,"For master's students who are teaching assistants."
16403,CS,8897,004,Independent Study,"1 - 12","Connelly Barnes","TBA","TBA","Graduate Teaching Instruction","",Open,0,10,0,"For master's students who are teaching assistants."
15917,CS,8897,005,Independent Study,"1 - 12","Marty Humphrey","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For master's students who are teaching assistants."
15918,CS,8897,006,Independent Study,"1 - 12","Kevin Skadron","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For master's students who are teaching assistants."
15919,CS,8897,007,Independent Study,"1 - 12","Mary Soffa","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For master's students who are teaching assistants."
15920,CS,8897,008,Independent Study,"1 - 12","John Stankovic","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For master's students who are teaching assistants."
16807,CS,8897,009,Independent Study,"1 - 12","Madhur Behl","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For master's students who are teaching assistants."
16277,CS,8897,010,Independent Study,"1 - 12","Thomas Horton","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For master's students who are teaching assistants."
16278,CS,8897,011,Independent Study,"1 - 12","James Cohoon","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For master's students who are teaching assistants."
16279,CS,8897,012,Independent Study,"1 - 12","Mark Sherriff","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For master's students who are teaching assistants."
16280,CS,8897,013,Independent Study,"1 - 12","Aaron Bloomfield","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0,"For master's students who are teaching assistants."
16281,CS,8897,014,Independent Study,"1 - 12","Gabriel Robins","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For master's students who are teaching assistants."
16404,CS,8897,015,Independent Study,"1 - 12","Yanjun Qi","TBA","TBA","Graduate Teaching Instruction","",Open,0,10,0,"For master's students who are teaching assistants."
16282,CS,8897,016,Independent Study,"1 - 12","Worthy Martin","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For master's students who are teaching assistants."
16808,CS,8897,017,Independent Study,"1 - 12","Bradford Campbell","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For master's students who are teaching assistants."
16525,CS,8897,018,Independent Study,"1 - 12","David Edwards","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For master's students who are teaching assistants."
16294,CS,8897,019,Independent Study,"1 - 12","Cameron Whitehouse","TBA","TBA","Graduate Teaching Instruction","",Open,0,10,0,"For master's students who are teaching assistants."
16417,CS,8897,020,Independent Study,"1 - 12","Nada Basit","TBA","TBA","Graduate Teaching Instruction","",Open,0,5,0,"For master's students who are teaching assistants."
16624,CS,8897,021,Independent Study,"1 - 12","Mary Smith","TBA","TBA","Graduate Teaching Instruction","",Open,0,10,0,"For master's students who are teaching assistants."
16424,CS,8897,022,Independent Study,"1 - 12","Mark Floryan","TBA","TBA","Graduate Teaching Instruction","",Open,1,5,0,"For master's students who are teaching assistants."
16425,CS,8897,023,Independent Study,"1 - 12","Luther Tychonievich","TBA","TBA","Graduate Teaching Instruction","",Open,0,5,0,"For master's students who are teaching assistants."
16585,CS,8897,024,Independent Study,"1 - 12","Hongning Wang","TBA","TBA","Graduate Teaching Instruction","",Open,0,20,0,"For master's students who are teaching assistants."
16601,CS,8897,025,Independent Study,"1 - 12","Baishakhi Ray","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For master's students who are teaching assistants."
16602,CS,8897,026,Independent Study,"1 - 12","Samira Khan","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For master's students who are teaching assistants."
16648,CS,8897,027,Independent Study,"1 - 12","Ahmed Ibrahim","TBA","TBA","Graduate Teaching Instruction","",Open,2,30,0,"For master's students who are teaching assistants."
16649,CS,8897,028,Independent Study,"1 - 12","Charles Reiss","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0,"For master's students who are teaching assistants."
16650,CS,8897,029,Independent Study,"1 - 12","Upsorn Praphamontripong","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For master's students who are teaching assistants."
16651,CS,8897,030,Independent Study,"1 - 12","Kong-Cheng Wong","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For master's students who are teaching assistants."
16652,CS,8897,031,Independent Study,"1 - 12","Dimitrios Diochnos","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0,"For master's students who are teaching assistants."
16653,CS,8897,032,Independent Study,"1 - 12","Abdeltawab Hendawi","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For master's students who are teaching assistants."
16654,CS,8897,033,Independent Study,"1 - 12","Kai-Wei Chang","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For master's students who are teaching assistants."
16655,CS,8897,034,Independent Study,"1 - 12","Vicente Ordonez-Roman","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0,"For master's students who are teaching assistants."
16783,CS,8897,035,Independent Study,"1 - 12","Lu Feng","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For master's students who are teaching assistants."
16809,CS,8897,036,Independent Study,"1 - 12","Nathan Brunelle","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For master's students who are teaching assistants."
16810,CS,8897,037,Independent Study,"1 - 12","Quanquan Gu","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For master's students who are teaching assistants."
16860,CS,8897,038,Independent Study,"1 - 12","Yuan Tian","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For master's students who are teaching assistants."
20978,CS,8897,039,Independent Study,"1 - 12","Aidong Zhang","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For master's students who are teaching assistants."
20979,CS,8897,040,Independent Study,"1 - 12","David Wu","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0,"For master's students who are teaching assistants."
21023,CS,8897,041,Independent Study,"1 - 12","Nhat Nguyen","TBA","TBA","Graduate Teaching Instruction","",Open,3,30,0,"For master's students who are teaching assistants."
21117,CS,8897,042,Independent Study,"1 - 12","Alfred Weaver","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0,"For master's students who are teaching assistants."
21134,CS,8897,043,Independent Study,"1 - 12","Yonghwi Kwon","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0,"For master's students who are teaching assistants."
21155,CS,8897,044,Independent Study,"1 - 12","John Hott","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For master's students who are teaching assistants."
21310,CS,8897,045,Independent Study,"1 - 12","Michael Freenor","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0,"For master's students who are teaching assistants."
15800,CS,8999,001,Independent Study,"1 - 12","Cameron Whitehouse","TBA","TBA","Thesis","",Open,0,50,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
15921,CS,8999,002,Independent Study,"1 - 12","James Cohoon","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
15922,CS,8999,003,Independent Study,"1 - 12","Jack Davidson","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
15923,CS,8999,004,Independent Study,"1 - 12","David Evans","TBA","TBA","Thesis","",Open,3,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
15924,CS,8999,005,Independent Study,"1 - 12","James French","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
15925,CS,8999,006,Independent Study,"1 - 12","Andrew Grimshaw","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
15926,CS,8999,007,Independent Study,"1 - 12","Sudhanva Gurumurthi","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16656,CS,8999,008,Independent Study,"1 - 12","Kai-Wei Chang","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
15927,CS,8999,009,Independent Study,"1 - 12","Thomas Horton","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
15928,CS,8999,010,Independent Study,"1 - 12","Marty Humphrey","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16657,CS,8999,011,Independent Study,"1 - 12","Vicente Ordonez-Roman","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16811,CS,8999,012,Independent Study,"1 - 12","Madhur Behl","TBA","TBA","Thesis","",Open,2,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16604,CS,8999,013,Independent Study,"1 - 12","Samira Khan","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
15929,CS,8999,014,Independent Study,"1 - 12","Worthy Martin","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16405,CS,8999,015,Independent Study,"1 - 12","Mohammad Mahmoody Ghidary","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
15930,CS,8999,016,Independent Study,"1 - 12","Gabriel Robins","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
15931,CS,8999,017,Independent Study,"1 - 12","Abhi Shelat","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
15932,CS,8999,018,Independent Study,"1 - 12","Kevin Skadron","TBA","TBA","Thesis","",Open,4,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
15933,CS,8999,019,Independent Study,"1 - 12","Mary Soffa","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16406,CS,8999,020,Independent Study,"1 - 12","Connelly Barnes","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
15934,CS,8999,021,Independent Study,"1 - 12","John Stankovic","TBA","TBA","Thesis","",Open,1,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
15935,CS,8999,022,Independent Study,"1 - 12","Kevin Sullivan","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
15936,CS,8999,023,Independent Study,"1 - 12","Alfred Weaver","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16812,CS,8999,024,Independent Study,"1 - 12","Bradford Campbell","TBA","TBA","Thesis","",Open,1,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16391,CS,8999,025,Independent Study,"1 - 12","Yanjun Qi","TBA","TBA","Thesis","",Open,1,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16514,CS,8999,026,Independent Study,"1 - 12","Hongning Wang","TBA","TBA","Thesis","",Open,6,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16603,CS,8999,027,Independent Study,"1 - 12","Baishakhi Ray","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16784,CS,8999,028,Independent Study,"1 - 12","Lu Feng","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16813,CS,8999,029,Independent Study,"1 - 12","Nathan Brunelle","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16814,CS,8999,030,Independent Study,"1 - 12","Quanquan Gu","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16861,CS,8999,031,Independent Study,"1 - 12","Yuan Tian","TBA","TBA","Thesis","",Open,3,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16947,CS,8999,032,Independent Study,"1 - 12","Homa Alemzadeh","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
17051,CS,8999,033,Independent Study,"1 - 12","Farzad Hassanzadeh","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
17053,CS,8999,034,Independent Study,"1 - 12","Ahmed Ibrahim","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
20321,CS,8999,035,Independent Study,"1 - 12","Homa Alemzadeh","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
20327,CS,8999,036,Independent Study,"1 - 12","Joanne Dugan","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
20333,CS,8999,037,Independent Study,"1 - 12","Jonathan Goodall","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
20347,CS,8999,038,Independent Study,"1 - 12","Denis Nekipelov","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
20348,CS,8999,039,Independent Study,"1 - 12","Malathi Veeraraghavan","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
20349,CS,8999,040,Independent Study,"1 - 12","Kristen Naegle","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
20899,CS,8999,041,Independent Study,"1 - 12","Anil Kumar Vullikanti","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
20900,CS,8999,042,Independent Study,"1 - 12","Madhav Marathe","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
20935,CS,8999,043,Independent Study,"1 - 12","Yonghwi Kwon","TBA","TBA","Thesis","",Open,1,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
20980,CS,8999,044,Independent Study,"1 - 12","Aidong Zhang","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
20981,CS,8999,045,Independent Study,"1 - 12","David Wu","TBA","TBA","Thesis","",Open,0,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
21104,CS,8999,046,Independent Study,"1 - 12","Sebastian Elbaum","TBA","TBA","Thesis","",Open,2,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
21165,CS,8999,047,Independent Study,"1 - 12","Yangfeng Ji","TBA","TBA","Thesis","",Open,3,30,0,"Formal record of student commitment to thesis research for the Master of Science degree under the guidance of a faculty advisor. May be repeated as necessary."
16196,CS,9897,001,Independent Study,"1 - 12","James Cohoon","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16195,CS,9897,002,Independent Study,"1 - 12","Aaron Bloomfield","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16627,CS,9897,003,Independent Study,"1 - 12","Mary Smith","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16628,CS,9897,004,Independent Study,"1 - 12","Luther Tychonievich","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16197,CS,9897,005,Independent Study,"1 - 12","Jack Davidson","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16198,CS,9897,006,Independent Study,"1 - 12","David Evans","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0,"For doctoral students who are teaching assistants."
16199,CS,9897,007,Independent Study,"1 - 12","James French","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16200,CS,9897,008,Independent Study,"1 - 12","Andrew Grimshaw","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0,"For doctoral students who are teaching assistants."
16201,CS,9897,009,Independent Study,"1 - 12","Worthy Martin","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16626,CS,9897,010,Independent Study,"1 - 12","David Edwards","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16426,CS,9897,011,Independent Study,"1 - 12","Mark Floryan","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16202,CS,9897,012,Independent Study,"1 - 12","Thomas Horton","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16203,CS,9897,013,Independent Study,"1 - 12","Marty Humphrey","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16407,CS,9897,014,Independent Study,"1 - 12","Mohammad Mahmoody Ghidary","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16815,CS,9897,015,Independent Study,"1 - 12","Madhur Behl","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16625,CS,9897,016,Independent Study,"1 - 12","Nada Basit","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16408,CS,9897,017,Independent Study,"1 - 12","Connelly Barnes","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16204,CS,9897,018,Independent Study,"1 - 12","Abhi Shelat","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16205,CS,9897,019,Independent Study,"1 - 12","Mark Sherriff","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16206,CS,9897,020,Independent Study,"1 - 12","Kevin Skadron","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16207,CS,9897,021,Independent Study,"1 - 12","Mary Soffa","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0,"For doctoral students who are teaching assistants."
16409,CS,9897,022,Independent Study,"1 - 12","Yanjun Qi","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16208,CS,9897,023,Independent Study,"1 - 12","John Stankovic","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16209,CS,9897,024,Independent Study,"1 - 12","Kevin Sullivan","TBA","TBA","Graduate Teaching Instruction","",Open,2,30,0,"For doctoral students who are teaching assistants."
16210,CS,9897,025,Independent Study,"1 - 12","Alfred Weaver","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16816,CS,9897,026,Independent Study,"1 - 12","Bradford Campbell","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0,"For doctoral students who are teaching assistants."
16249,CS,9897,027,Independent Study,"1 - 12","Gabriel Robins","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16250,CS,9897,028,Independent Study,"1 - 12","Cameron Whitehouse","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16605,CS,9897,029,Independent Study,"1 - 12","Baishakhi Ray","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16606,CS,9897,030,Independent Study,"1 - 12","Samira Khan","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0,"For doctoral students who are teaching assistants."
16629,CS,9897,031,Independent Study,"1 - 12","Kong-Cheng Wong","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16658,CS,9897,032,Independent Study,"1 - 12","Ahmed Ibrahim","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16659,CS,9897,033,Independent Study,"1 - 12","Charles Reiss","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0,"For doctoral students who are teaching assistants."
16660,CS,9897,034,Independent Study,"1 - 12","Upsorn Praphamontripong","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16661,CS,9897,035,Independent Study,"1 - 12","David Edwards","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16662,CS,9897,036,Independent Study,"1 - 12","Mary Smith","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16663,CS,9897,037,Independent Study,"1 - 12","Kong-Cheng Wong","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16664,CS,9897,038,Independent Study,"1 - 12","Dimitrios Diochnos","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16665,CS,9897,039,Independent Study,"1 - 12","Abdeltawab Hendawi","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16666,CS,9897,040,Independent Study,"1 - 12","Kai-Wei Chang","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16667,CS,9897,041,Independent Study,"1 - 12","Vicente Ordonez-Roman","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16762,CS,9897,042,Independent Study,"1 - 12","Katherine Holcomb","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16763,CS,9897,043,Independent Study,"1 - 12","Thomas Hall","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16785,CS,9897,044,Independent Study,"1 - 12","Lu Feng","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0,"For doctoral students who are teaching assistants."
16817,CS,9897,045,Independent Study,"1 - 12","Nathan Brunelle","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16818,CS,9897,046,Independent Study,"1 - 12","Quanquan Gu","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
16862,CS,9897,047,Independent Study,"1 - 12","Yuan Tian","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0,"For doctoral students who are teaching assistants."
20982,CS,9897,048,Independent Study,"1 - 12","Aidong Zhang","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
20983,CS,9897,049,Independent Study,"1 - 12","David Wu","TBA","TBA","Graduate Teaching Instruction","",Open,0,30,0,"For doctoral students who are teaching assistants."
21156,CS,9897,050,Independent Study,"1 - 12","John Hott","TBA","TBA","Graduate Teaching Instruction","",Open,1,30,0,"For doctoral students who are teaching assistants."
15801,CS,9999,001,Independent Study,"1 - 12","Marty Humphrey","TBA","TBA","Dissertation","",Open,0,50,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
15937,CS,9999,002,Independent Study,"1 - 12","Cameron Whitehouse","TBA","TBA","Dissertation","",Open,4,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
15938,CS,9999,003,Independent Study,"1 - 12","Alfred Weaver","TBA","TBA","Dissertation","",Open,0,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
15939,CS,9999,004,Independent Study,"1 - 12","John Stankovic","TBA","TBA","Dissertation","",Open,7,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
16668,CS,9999,005,Independent Study,"1 - 12","Kai-Wei Chang","TBA","TBA","Dissertation","",Open,0,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
15940,CS,9999,006,Independent Study,"1 - 12","James Cohoon","TBA","TBA","Dissertation","",Open,0,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
15941,CS,9999,007,Independent Study,"1 - 12","Jack Davidson","TBA","TBA","Dissertation","",Open,2,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
15942,CS,9999,008,Independent Study,"1 - 12","David Evans","TBA","TBA","Dissertation","",Open,4,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
15943,CS,9999,009,Independent Study,"1 - 12","James French","TBA","TBA","Dissertation","",Open,0,30,0,"Formal record of student commitment to doctoral research under the guidance of a faculty advisor. May be repeated as necessary."
